,Job_Title,Salary_Estimate,Rating,Company_Name,Location,Headquarters,Size,Founded,Ownership_Type,Industry,Sector,Revenue,Competitors,Easy_Apply,Minimum_Salary,Maximum_Salary
1062,Data Engineer,$57K-$108K,3.9,AVANADE,"Philadelphia, PA","Seattle, WA",10000+ employees,2000,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),"Slalom, Cognizant Technology Solutions, Deloitte",0,57000,108000
1063,Data Engineer,$57K-$108K,4,De Lage Landen,"Wayne, PA","Eindhoven, Netherlands",5001 to 10000 employees,1969,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),0,0,57000,108000
1064,Data Engineer,$57K-$108K,5,"Queen Consulting Group, Inc.","Philadelphia, PA","Boston, MA",51 to 200 employees,0,Unknown,0,0,$5 to $10 million (USD),0,0,57000,108000
1065,Data Engineer,$57K-$108K,3.9,Artech LLC,"Wilmington, DE","Morristown, NJ",5001 to 10000 employees,1992,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),0,0,57000,108000
1066,Data Engineer,$57K-$108K,3.9,GSK,"Philadelphia, PA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",0,57000,108000
1067,Data Engineer,$57K-$108K,3.9,AETEA Information Technology Inc,"Wayne, PA","Rockville, MD",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,57000,108000
1068,Data Engineer,$57K-$108K,3.1,Penn National Gaming,"Philadelphia, PA","Wyomissing, PA",10000+ employees,1971,Company - Public,Gambling,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),"Caesars Entertainment, MGM Resorts International",0,57000,108000
1069,Data Engineer,$57K-$108K,3.8,Capgemini,"Malvern, PA","Paris, France",10000+ employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Accenture, CGI, Sopra Steria",0,57000,108000
1071,Data Engineer,$57K-$108K,4.5,"MetaSense, Inc.","Philadelphia, PA","West Berlin, NJ",1 to 50 employees,1999,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),0,0,57000,108000
1072,Data Engineer,$57K-$108K,3.6,Wells Fargo,"Philadelphia, PA","San Francisco, CA",10000+ employees,1852,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),0,0,57000,108000
1073,Data Engineer,$57K-$108K,3.7,Berkadia Commercial Mortgage,"Ambler, PA","New York, NY",1001 to 5000 employees,2009,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,"Marcus & Millichap, Walker & Dunlop, HFF",0,57000,108000
1074,Data Engineer,$57K-$108K,3.9,CapTech,"Philadelphia, PA","Richmond, VA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"Accenture, North Highland, Deloitte",0,57000,108000
1075,Data Engineer,$57K-$108K,3.6,FreedomPay,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,57000,108000
1076,Data Engineer,$57K-$108K,-1,"Baker Tilly Virchow Krause, LLP","Philadelphia, PA",0,0,0,0,0,0,0,0,0,57000,108000
1077,Data Engineer,$57K-$108K,3.8,Subaru of America,"Camden, NJ","Camden, NJ",1001 to 5000 employees,1968,Subsidiary or Business Segment,Transportation Equipment Manufacturing,Manufacturing,$500 million to $1 billion (USD),0,0,57000,108000
1078,Data Engineer,$57K-$108K,3.6,Susquehanna International Group,"Bala Cynwyd, PA","Bala Cynwyd, PA",1001 to 5000 employees,1987,Company - Private,Stock Exchanges,Finance,Unknown / Non-Applicable,0,0,57000,108000
1079,Data Engineer,$57K-$108K,3.2,Yochana,"Media, PA","Farmington Hills, MI",201 to 500 employees,2009,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),0,0,57000,108000
1080,Data Engineer,$57K-$108K,-1,CapTech Richmond,"Philadelphia, PA",0,0,0,0,0,0,0,0,0,57000,108000
1081,Data Engineer,$57K-$108K,3.7,CHOP,"Philadelphia, PA","Philadelphia, PA",1001 to 5000 employees,1855,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),0,0,57000,108000
1082,Data Engineer,$57K-$108K,3.8,Tata Elxsi,"Philadelphia, PA","BENGALURU, India",1001 to 5000 employees,0,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,0,57000,108000
1084,Data Engineer,$57K-$108K,3.4,"Digital Intelligence Systems, LLC","Philadelphia, PA","Mc Lean, VA",1001 to 5000 employees,1994,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,57000,108000
1085,Data Engineer,$57K-$108K,3,The Accuro Group,"Malvern, PA","Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,0,0,57000,108000
1086,Data Engineer,$57K-$108K,4.4,Stratagem Group,"Valley Forge, PA","Aurora, CO",1 to 50 employees,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,0,57000,108000
1087,Data Engineer,$57K-$108K,3.8,Tata Elxsi Limited,"Philadelphia, PA","BENGALURU, India",1001 to 5000 employees,0,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),0,0,57000,108000
1088,Data Engineer,$57K-$108K,4.7,InfoQuest Consulting Group,"Philadelphia, PA","Edison, NJ",1 to 50 employees,0,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),0,0,57000,108000
1089,Data Engineer,$57K-$108K,3.4,Listrak,"Wayne, PA","Lititz, PA",201 to 500 employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),0,True,57000,108000
1090,Data Engineer,$57K-$108K,3.2,First Health Group,"Blue Bell, PA","Bethesda, MD",10000+ employees,1853,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Humana,0,57000,108000
1091,Data Engineer,$57K-$108K,-1,gettacar,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,57000,108000
1092,Data Engineer,$57K-$108K,5,O3 World,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,2005,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,Think Company,0,57000,108000
1093,Data Engineer,$57K-$108K,4.6,Azavea,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),0,0,57000,108000
1094,Data Engineer,$54K-$104K,3.9,AVANADE,"Philadelphia, PA","Seattle, WA",10000+ employees,2000,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),"Slalom, Cognizant Technology Solutions, Deloitte",0,54000,104000
1095,Data Engineer,$54K-$104K,3.7,Amerihealth,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1997,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $50 million (USD),0,0,54000,104000
1097,Data Engineer,$54K-$104K,4.5,"Beacon Hill Staffing Group, LLC","Philadelphia, PA","Boston, MA",501 to 1000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),"Aerotek, WinterWyman, Hollister Staffing",True,54000,104000
1098,Data Engineer,$54K-$104K,4,ISGIT,"Philadelphia, PA","Herndon, VA",51 to 200 employees,0,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),0,0,54000,104000
1099,Data Engineer,$54K-$104K,-1,Tek Pyramids Inc,"Wilmington, DE","Southfield, MI",0,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,54000,104000
1100,Data Engineer,$54K-$104K,4.5,OPEX Corporation,"Moorestown, NJ","Moorestown, NJ",1001 to 5000 employees,1975,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,0,True,54000,104000
1101,Data Engineer,$54K-$104K,4.1,"VSE, Inc.","Feasterville Trevose, PA","Langhorne, PA",1 to 50 employees,0,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 million (USD),0,0,54000,104000
1102,Data Engineer,$54K-$104K,3.2,"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA",1 to 50 employees,0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,True,54000,104000
1104,Data Engineer,$54K-$104K,5,HealthVerity,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,54000,104000
1105,Data Engineer,$54K-$104K,3.6,Comcast,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1963,Company - Public,0,0,$10+ billion (USD),"AT&T, Verizon",0,54000,104000
1106,Data Engineer,$54K-$104K,3.7,Creative Circle,"Philadelphia, PA","Los Angeles, CA",201 to 500 employees,2002,Company - Public,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Aquent, 24 Seven Talent",0,54000,104000
1107,Data Engineer,$54K-$104K,-1,KickUp,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,54000,104000
1108,Data Engineer,$54K-$104K,3.6,Enverus,"Conshohocken, PA","Austin, TX",1001 to 5000 employees,1999,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$100 to $500 million (USD),0,0,54000,104000
1109,Data Engineer,$54K-$104K,3.7,"Pyramid Consulting, Inc.","Philadelphia, PA","Alpharetta, GA",1001 to 5000 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"TEKsystems, Collabera, Artech Information Systems",0,54000,104000
1110,Data Engineer,$54K-$104K,3.8,Juniper Networks,"Philadelphia, PA","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),0,0,54000,104000
1111,Data Engineer,$54K-$104K,5,"Queen Consulting Group, Inc.","Philadelphia, PA","Boston, MA",51 to 200 employees,0,Unknown,0,0,$5 to $10 million (USD),0,0,54000,104000
1113,Data Engineer,$54K-$104K,3.1,Strategic Staffing Solutions,"Wilmington, DE","Detroit, MI",1001 to 5000 employees,1990,Contract,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),0,0,54000,104000
1114,Data Engineer,$54K-$104K,2.5,nfolks,"Philadelphia, PA","Bellevue, WA",1 to 50 employees,0,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),0,0,54000,104000
1115,Data Engineer,$54K-$104K,4.3,Freedom Mortgage,"Mount Laurel, NJ","Mount Laurel, NJ",1001 to 5000 employees,1990,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),0,0,54000,104000
1116,Data Engineer,$54K-$104K,1.6,"Management Decisions, Inc.","Philadelphia, PA","Milwaukee, WI",1 to 50 employees,0,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),0,0,54000,104000
1117,Data Engineer,$54K-$104K,3.8,Lockheed Martin,"King of Prussia, PA","Bethesda, MD",10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Boeing, Northrop Grumman, Raytheon Technologies",0,54000,104000
1118,Data Engineer,$54K-$104K,3.7,Berkadia Commercial Mortgage,"Ambler, PA","New York, NY",1001 to 5000 employees,2009,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,"Marcus & Millichap, Walker & Dunlop, HFF",0,54000,104000
1119,Data Engineer,$54K-$104K,4,White Label Communications LLC,"Exton, PA","Exton, PA",1 to 50 employees,2011,Company - Private,Telecommunications Services,Telecommunications,Unknown / Non-Applicable,0,0,54000,104000
1120,Data Engineer,$54K-$104K,-1,"Integrated Technology Strategies, Inc.","Cherry Hill, NJ","Cherry Hill, NJ",1 to 50 employees,0,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$1 to $5 million (USD),0,0,54000,104000
1121,Data Engineer,$54K-$104K,3.7,Amerihealth,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1997,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $50 million (USD),0,0,54000,104000
1122,Data Engineer,$54K-$104K,-1,Perpay,"Philadelphia, PA","Philadelphia, PA (US), PA",1 to 50 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,54000,104000
1123,Data Engineer,$54K-$104K,4.7,Capax Global,"Philadelphia, PA","Chicago, IL",51 to 200 employees,1998,Subsidiary or Business Segment,IT Services,Information Technology,$25 to $50 million (USD),0,0,54000,104000
1124,Data Engineer,$54K-$104K,3,"1819, LLC","Philadelphia, PA","Bangkok, Thailand",1 to 50 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,54000,104000
1125,Data Engineer,$54K-$104K,4.7,Capax Global,"Philadelphia, PA","Chicago, IL",51 to 200 employees,1998,Subsidiary or Business Segment,IT Services,Information Technology,$25 to $50 million (USD),0,0,54000,104000
1126,Data Engineer,$55K-$105K,3.7,AMERICAN SYSTEMS,"Philadelphia, PA","Chantilly, VA",1001 to 5000 employees,1975,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,55000,105000
1127,Data Engineer,$55K-$105K,3.7,PPD,"Horsham, PA","Wilmington, NC",10000+ employees,1985,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),0,0,55000,105000
1128,Data Engineer,$55K-$105K,3.5,General Dynamics,"Philadelphia, PA","Reston, VA",10000+ employees,1952,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),0,0,55000,105000
1129,Data Engineer,$55K-$105K,3.3,IT Pros,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,0,0,55000,105000
1130,Data Engineer,$55K-$105K,4.6,The Meet Group,"Philadelphia, PA","New Hope, PA",51 to 200 employees,0,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,0,0,55000,105000
1131,Data Engineer,$55K-$105K,4.6,Tiger Analytics,"Newtown, PA","Santa Clara, CA",201 to 500 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),"Mu Sigma, LatentView Analytics, Fractal",0,55000,105000
1132,Data Engineer,$55K-$105K,3.1,Keylent,"Wilmington, DE","Wilmington, DE",1 to 50 employees,0,Unknown,0,0,Unknown / Non-Applicable,0,0,55000,105000
1133,Data Engineer,$55K-$105K,4.4,Softcom Systems,"King of Prussia, PA","Princeton, NJ",1 to 50 employees,0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),0,0,55000,105000
1134,Data Engineer,$55K-$105K,2,"Brinjac Engineering, Inc.","Philadelphia, PA","Harrisburg, PA",51 to 200 employees,1968,Company - Private,0,0,$10 to $25 million (USD),0,0,55000,105000
1135,Data Engineer,$55K-$105K,3.9,JPMorgan Chase & Co.,"Wilmington, DE","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),0,0,55000,105000
1136,Data Engineer,$55K-$105K,4,ORS Partners,"Philadelphia, PA","Audubon, PA",51 to 200 employees,2012,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),0,0,55000,105000
1137,Data Engineer,$55K-$105K,-1,"Lumaxia Consulting, LLC.","Wilmington, DE","Northborough, MA",0,2017,Unknown,Consulting,Business Services,Unknown / Non-Applicable,0,0,55000,105000
1138,Data Engineer,$55K-$105K,-1,Oncora Medical,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,0,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,55000,105000
1139,Data Engineer,$55K-$105K,3.9,ApTask,"Wilmington, DE","Iselin, NJ",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"Collabera, Mitchell Martin, The Judge Group",0,55000,105000
1140,Data Engineer,$55K-$105K,2.6,Omega Solutions Inc,"Wilmington, DE","Santa Clara, CA",1 to 50 employees,0,Other Organization,IT Services,Information Technology,Unknown / Non-Applicable,0,0,55000,105000
1141,Data Engineer,$55K-$105K,3.1,Nanthealth,"Philadelphia, PA","Culver City, CA",201 to 500 employees,2014,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,55000,105000
1142,Data Engineer,$55K-$105K,4.2,Solekai Systems Corp,"Philadelphia, PA","San Diego, CA",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,55000,105000
1143,Data Engineer,$55K-$105K,5,HealthVerity,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,55000,105000
1144,Data Engineer,$55K-$105K,3.1,Contingent Network Services,"Philadelphia, PA","West Chester, OH",201 to 500 employees,1984,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),0,0,55000,105000
1145,Data Engineer,$55K-$105K,4.2,CyberCoders,"Philadelphia, PA","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),0,0,55000,105000
1146,Data Engineer,$55K-$105K,4.5,Piper Companies,"Fort Washington, PA","Mc Lean, VA",201 to 500 employees,2011,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,0,0,55000,105000
1147,Data Engineer,$55K-$105K,4.5,OPEX Corporation,"Moorestown, NJ","Moorestown, NJ",1001 to 5000 employees,1975,Company - Private,Industrial Manufacturing,Manufacturing,Unknown / Non-Applicable,0,True,55000,105000
1148,Data Engineer,$55K-$105K,4.6,"Turnberry Solutions, Inc","Wayne, PA","Blue Bell, PA",501 to 1000 employees,2001,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,55000,105000
1149,Data Engineer,$55K-$105K,4.6,"Turnberry Solutions, Inc","Philadelphia, PA","Blue Bell, PA",501 to 1000 employees,2001,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,55000,105000
1150,Data Engineer,$55K-$105K,3.6,Wodify,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),0,True,55000,105000
1151,Data Engineer,$55K-$105K,3.5,"Genuent Global, LLC","Wayne, PA","Houston, TX",201 to 500 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),0,0,55000,105000
1152,Data Engineer,$55K-$105K,-1,Oncora Medical,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,0,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,55000,105000
1153,Data Engineer,$55K-$105K,4,CYNET SYSTEMS,"Media, PA","Ashburn, VA",501 to 1000 employees,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,55000,105000
1154,Data Engineer,$55K-$105K,3.9,"Zachary Piper Solutions, LLC","Fort Washington, PA","Mc Lean, VA",51 to 200 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),0,0,55000,105000
1155,Data Engineer,$55K-$105K,3.6,FreedomPay,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,55000,105000
1156,Data Engineer,$71K-$130K(Employer est.),3.6,FreedomPay,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,71000,130000
1157,Data Engineer,$71K-$130K(Employer est.),3.6,Comcast,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1963,Company - Public,0,0,$10+ billion (USD),"AT&T, Verizon",0,71000,130000
1158,Data Engineer,$71K-$130K(Employer est.),3.1,Penn National Gaming,"Philadelphia, PA","Wyomissing, PA",10000+ employees,1971,Company - Public,Gambling,"Arts, Entertainment & Recreation",$2 to $5 billion (USD),"Caesars Entertainment, MGM Resorts International",0,71000,130000
1160,Data Engineer,$71K-$130K(Employer est.),5,HealthVerity,"Philadelphia, PA","Philadelphia, PA",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,71000,130000
1161,Data Engineer,$71K-$130K(Employer est.),3.6,Comcast,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1963,Company - Public,0,0,$10+ billion (USD),"AT&T, Verizon",0,71000,130000
1162,Data Engineer,$71K-$130K(Employer est.),3.7,eTeam Inc.,"Media, PA","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),"Artech Information Systems, Mindlance, Tech Mahindra",0,71000,130000
1163,Data Engineer,$71K-$130K(Employer est.),3.8,Mondo,"King of Prussia, PA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",0,71000,130000
1164,Data Engineer,$71K-$130K(Employer est.),4,"ITMC Systems, LLC","Wilmington, DE","Oklahoma City, OK",1 to 50 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,71000,130000
1165,Data Engineer,$71K-$130K(Employer est.),4.3,Group K Diagnostics,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,0,Unknown,0,0,Unknown / Non-Applicable,0,0,71000,130000
1166,Data Engineer,$71K-$130K(Employer est.),-1,American Water Works Service Company Inc,"Camden, NJ",0,0,0,0,0,0,0,0,0,71000,130000
1167,Data Engineer,$71K-$130K(Employer est.),1.6,"Management Decisions, Inc.","Philadelphia, PA","Milwaukee, WI",1 to 50 employees,0,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),0,0,71000,130000
1168,Data Engineer,$71K-$130K(Employer est.),-1,Freedommortgage,"Mount Laurel, NJ",0,0,0,0,0,0,0,0,0,71000,130000
1169,Data Engineer,$71K-$130K(Employer est.),3.6,Comcast,"Philadelphia, PA","Philadelphia, PA",10000+ employees,1963,Company - Public,0,0,$10+ billion (USD),"AT&T, Verizon",0,71000,130000
1170,Data Engineer,$71K-$130K(Employer est.),3.4,Lab126,"Malvern, PA","Sunnyvale, CA",1001 to 5000 employees,2004,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),0,0,71000,130000
1171,Data Engineer,$71K-$130K(Employer est.),3.7,Amerihealth,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1997,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $50 million (USD),0,0,71000,130000
1172,Data Engineer,$71K-$130K(Employer est.),4.6,Tiger Analytics,"Newtown, PA","Santa Clara, CA",201 to 500 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),"Mu Sigma, LatentView Analytics, Fractal",0,71000,130000
1173,Data Engineer,$71K-$130K(Employer est.),1.6,"Management Decisions, Inc.","Philadelphia, PA","Milwaukee, WI",1 to 50 employees,0,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),0,0,71000,130000
1174,Data Engineer,$71K-$130K(Employer est.),3.6,"Iconma, L.L.C.","Wilmington, DE","Troy, MI",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Experis,0,71000,130000
1175,Data Engineer,$71K-$130K(Employer est.),-1,"Susquehanna International Group, LLP (SIG)","Philadelphia, PA",0,0,0,0,0,0,0,0,0,71000,130000
1176,Data Engineer,$71K-$130K(Employer est.),3.6,A2C Consulting,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,1994,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,0,0,71000,130000
1177,Data Engineer,$71K-$130K(Employer est.),1.6,"Management Decisions, Inc.","Philadelphia, PA","Milwaukee, WI",1 to 50 employees,0,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),0,0,71000,130000
1178,Data Engineer,$71K-$130K(Employer est.),1.6,"Management Decisions, Inc.","Philadelphia, PA","Milwaukee, WI",1 to 50 employees,0,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),0,0,71000,130000
1179,Data Engineer,$71K-$130K(Employer est.),3.7,Amerihealth,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1997,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $50 million (USD),0,0,71000,130000
1180,Data Engineer,$71K-$130K(Employer est.),5,Wambi,"Philadelphia, PA","Philadelphia, PA",1 to 50 employees,2016,Other Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,71000,130000
1181,Data Engineer,$71K-$130K(Employer est.),3.5,General Dynamics Information Technology,"Philadelphia, PA","Fairfax, VA",10000+ employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",0,71000,130000
1182,Data Engineer,$71K-$130K(Employer est.),4.2,CyberCoders,"Philadelphia, PA","Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),0,0,71000,130000
1183,Data Engineer,$71K-$130K(Employer est.),4.9,Gnostech,"Moorestown, NJ","Warminster, PA",51 to 200 employees,1981,Company - Private,Aerospace & Defense,Aerospace & Defense,$5 to $10 million (USD),0,0,71000,130000
1184,Data Engineer,$71K-$130K(Employer est.),3.7,Pyramid Consulting,"Wilmington, DE","Alpharetta, GA",1001 to 5000 employees,1996,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"TEKsystems, Collabera, Artech Information Systems",0,71000,130000
1185,Data Engineer,$71K-$130K(Employer est.),3,Ettain Group,"Philadelphia, PA","Charlotte, NC",1001 to 5000 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,0,0,71000,130000
1186,Data Engineer,$154K-$281K,3.1,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,154000,281000
1187,Data Engineer,$154K-$281K,3.8,Jconnect Infotech Inc,"Philadelphia, PA","Noida, India",201 to 500 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,154000,281000
1188,Data Engineer,$154K-$281K,1.6,"Management Decisions, Inc.","Philadelphia, PA","Milwaukee, WI",1 to 50 employees,0,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),0,0,154000,281000
1189,Data Engineer,$154K-$281K,3.9,"JPMorgan Chase Bank, N.A.","Wilmington, DE","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),0,0,154000,281000
1190,Data Engineer,$154K-$281K,3.7,IBM,"Philadelphia, PA","Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Amazon, Accenture, Microsoft",0,154000,281000
1191,Data Engineer,$154K-$281K,4.4,Softcom Systems,"Wayne, PA","Princeton, NJ",1 to 50 employees,0,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),0,0,154000,281000
1192,Data Engineer,$154K-$281K,-1,Stellent IT LLC,"Media, PA","Noida, UP",0,0,Unknown,0,0,Unknown / Non-Applicable,0,0,154000,281000
1193,Data Engineer,$154K-$281K,3.9,GSK,"Collegeville, PA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",0,154000,281000
