,Job_Title,Salary_Estimate,Rating,Company_Name,Location,Headquarters,Size,Founded,Ownership_Type,Industry,Sector,Revenue,Competitors,Easy_Apply,Minimum_Salary,Maximum_Salary
139,Data Engineer,$57K-$75K,-1,Mosaic Group,"New York, NY","Long Marston, United Kingdom",1 to 50 employees,2003,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,0,0,57000,75000
140,Data Engineer,$57K-$75K,2.2,Motivate,"New York, NY","San Diego, CA",1 to 50 employees,0,Company - Private,0,0,$5 to $10 million (USD),0,0,57000,75000
141,Data Engineer,$57K-$75K,3.9,Memorial Sloan-Kettering,"New York, NY","New York, NY",10000+ employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),"Mayo Clinic, The Johns Hopkins Hospital, MD Anderson Cancer Center",0,57000,75000
142,Data Engineer,$57K-$75K,2.9,Docker,"New York, NY","San Francisco, CA",201 to 500 employees,2013,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,57000,75000
143,Data Engineer,$57K-$75K,-1,Dataquad Inc.,"New York, NY","Houston, TX",51 to 200 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,57000,75000
144,Data Engineer,$57K-$75K,-1,Resource1,"Newark, NJ","Denville, NJ",1 to 50 employees,0,Company - Public,0,0,Less than $1 million (USD),0,0,57000,75000
145,Data Engineer,$57K-$75K,4.5,Simon Data,"New York, NY","New York, NY",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,57000,75000
146,Data Engineer,$57K-$75K,4.4,Red Balloon Security,"New York, NY","New York, NY",1 to 50 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,True,57000,75000
147,Data Engineer,$57K-$75K,5,EDO,"New York, NY","Calcio, Italy",0,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,57000,75000
148,Data Engineer,$57K-$75K,-1,Stash,"New York, NY","Austin, TX",0,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,57000,75000
149,Data Engineer,$57K-$75K,4.9,The Farmer's Dog,"New York, NY","New York, NY",1 to 50 employees,2014,Company - Private,Food Production,Agriculture & Forestry,Unknown / Non-Applicable,0,True,57000,75000
150,Data Engineer,$57K-$75K,3.5,CGI,"Bloomfield, NJ","Montreal, Canada",10000+ employees,1976,Company - Public,Consulting,Business Services,$10+ billion (USD),"IBM, Accenture, Booz Allen Hamilton",0,57000,75000
151,Data Engineer,$57K-$75K,4.7,Jun Group Productions LLC,"New York, NY","New York, NY",51 to 200 employees,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,57000,75000
152,Data Engineer,$57K-$75K,-1,Koneksa Health,"New York, NY","New York, NY",0,0,Company - Public,0,0,Unknown / Non-Applicable,0,0,57000,75000
153,Data Engineer,$57K-$75K,2,"T-REX Group, Inc.","New York, NY","Kansas City, MO",1 to 50 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,57000,75000
154,Data Engineer,$57K-$75K,3.2,Virtual Clarity,"New York, NY","London, United Kingdom",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,57000,75000
155,Data Engineer,$57K-$75K,-1,JSR Tech Consulting,"Newark, NJ","Cranford, NJ",1 to 50 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,57000,75000
156,Data Engineer,$57K-$75K,3.5,Youngsoft,"New York, NY","Wixom, MI",51 to 200 employees,1996,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),0,0,57000,75000
157,Data Engineer,$57K-$75K,5,ingenium.agency,"New York, NY","New York, NY",1 to 50 employees,2016,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),0,0,57000,75000
158,Data Engineer,$105K-$121K,3.8,Citadel,"New York, NY","Chicago, IL",1001 to 5000 employees,1990,Company - Private,0,0,$50 to $100 million (USD),"Soros Fund Management, D. E. Shaw & Co. - Investment Firm, Fortress Investment Group",0,105000,121000
159,Data Engineer,$105K-$121K,4.4,PulsePoint,"New York, NY","New York, NY",51 to 200 employees,2011,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Crossix Solutions Inc., AppNexus, The Trade Desk",0,105000,121000
160,Data Engineer,$105K-$121K,4.2,Centraprise,"New York, NY","Edison, NJ",51 to 200 employees,0,Company - Private,IT Services,Information Technology,Less than $1 million (USD),0,0,105000,121000
161,Data Engineer,$105K-$121K,-1,Atom Finance,"New York, NY",0,0,0,0,0,0,0,0,0,105000,121000
162,Data Engineer,$105K-$121K,2.4,Infoway Software,"New York, NY","Sayreville, NJ",51 to 200 employees,0,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),0,0,105000,121000
163,Data Engineer,$105K-$121K,-1,Greater New York Mutual Insurance Companies (GNY),"New York, NY",0,0,0,0,0,0,0,0,0,105000,121000
164,Data Engineer,$105K-$121K,5,Quantum Search Partners,"New York, NY","Arlington, VA",1 to 50 employees,1993,Company - Private,0,0,Unknown / Non-Applicable,0,0,105000,121000
165,Data Engineer,$105K-$121K,-1,Simondata,"New York, NY",0,0,0,0,0,0,0,0,0,105000,121000
166,Data Engineer,$105K-$121K,3.6,Wells Fargo,"New York, NY","San Francisco, CA",10000+ employees,1852,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),0,0,105000,121000
167,Data Engineer,$105K-$121K,-1,Spartoi Group,"New York, NY","New York, NY",1 to 50 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,105000,121000
168,Data Engineer,$105K-$121K,4,Flatiron Health,"New York, NY","New York, NY",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,105000,121000
169,Data Engineer,$105K-$121K,5,ingenium.agency,"New York, NY","New York, NY",1 to 50 employees,2016,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),0,0,105000,121000
170,Data Engineer,$105K-$121K,-1,MLWIZ Team,"New York, NY","North Brunswick, NJ",1 to 50 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,105000,121000
171,Data Engineer,$105K-$121K,3.2,Hagerty Consulting,"New York, NY","Evanston, IL",1 to 50 employees,0,Company - Private,Consulting,Business Services,$1 to $5 million (USD),0,0,105000,121000
172,Data Engineer,$105K-$121K,3.5,Russell Tobin & Associates,"New York, NY","New York, NY",51 to 200 employees,2010,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),0,0,105000,121000
173,Data Engineer,$105K-$121K,4.5,Global Atlantic Financial Group,"New York, NY","New York, NY",1001 to 5000 employees,2004,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,0,True,105000,121000
174,Data Engineer,$105K-$121K,3.9,Diverse Lynx,"New York, NY","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,105000,121000
175,Data Engineer,$105K-$121K,5,SIMON Markets LLC,"New York, NY","New York, NY",1 to 50 employees,2018,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable,0,0,105000,121000
176,Data Engineer,$105K-$121K,4.8,Boyle Software,"New York, NY","New York, NY",1 to 50 employees,0,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),0,0,105000,121000
177,Data Engineer,$105K-$121K,3.9,"Madison Logic, Inc.","New York, NY","New York, NY",51 to 200 employees,2005,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million (USD),"Demandbase, DemandGen, TechTarget",0,105000,121000
178,Data Engineer,$105K-$121K,3.5,Andiamo,"Newark, NJ","Warren, MI",201 to 500 employees,0,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services",$1 to $5 million (USD),0,0,105000,121000
179,Data Engineer,$105K-$121K,4.4,Vydia,"Holmdel, NJ","Holmdel, NJ",51 to 200 employees,2013,Company - Private,Music Production & Distribution,Media,$10 to $25 million (USD),0,0,105000,121000
180,Data Engineer,$105K-$121K,4,Better.com,"New York, NY","New York, NY",501 to 1000 employees,2014,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,105000,121000
181,Data Engineer,$105K-$121K,3.8,Spotify,"New York, NY","Stockholm, Sweden",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,0,0,105000,121000
182,Data Engineer,$105K-$121K,-1,Carter Wellington Limited,"New York, NY",0,0,0,0,0,0,0,0,0,105000,121000
183,Data Engineer,$105K-$121K,4.7,"Resource Logistics, Inc.","New York, NY","Edison, NJ",51 to 200 employees,1997,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),0,0,105000,121000
184,Data Engineer,$105K-$121K,-1,Skiltrek,"New York, NY","Jacksonville, FL",51 to 200 employees,0,Company - Public,0,0,Unknown / Non-Applicable,0,0,105000,121000
185,Data Engineer,$105K-$121K,5,Averity,"New York, NY","New York, NY",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,0,0,105000,121000
186,Data Engineer,$105K-$121K,3.9,Amazon,"New York, NY","Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,$10+ billion (USD),"Google, Microsoft, Walmart",0,105000,121000
187,Data Engineer,$105K-$121K,3.3,Cross River Bank,"Fort Lee, NJ","Fort Lee, NJ",201 to 500 employees,2008,Company - Private,Banks & Credit Unions,Finance,$50 to $100 million (USD),0,0,105000,121000
188,Data Engineer,$105K-$121K,-1,ingenium.agency,"New York, NY",0,0,0,0,0,0,0,0,0,105000,121000
189,Data Engineer,$105K-$121K,3.2,Allied World Assurance,"New York, NY","Zug, Switzerland",501 to 1000 employees,2001,Company - Public,Insurance Carriers,Insurance,$2 to $5 billion (USD),Munich Re,0,105000,121000
190,Data Engineer,$92K-$117K,4.1,Colgate-Palmolive,"New York, NY","New York, NY",10000+ employees,1806,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),0,0,92000,117000
191,Data Engineer,$92K-$117K,3.3,Aetna,"New York, NY","Hartford, CT",10000+ employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),0,0,92000,117000
192,Data Engineer,$92K-$117K,-1,"J Harlan Group, LLC","New York, NY","New York, NY (US), NY",1 to 50 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,92000,117000
193,Data Engineer,$92K-$117K,3.8,Apex Systems,"New York, NY","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"TEKsystems, Insight Global, Accenture",True,92000,117000
194,Data Engineer,$92K-$117K,3.4,Squarespace,"New York, NY","New York, NY",1001 to 5000 employees,2003,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,GoDaddy,0,92000,117000
195,Data Engineer,$92K-$117K,3.5,Shake Shack,"New York, NY","New York, NY",1001 to 5000 employees,2004,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$100 to $500 million (USD),"Panera Bread, sweetgreen, Chipotle",0,92000,117000
196,Data Engineer,$92K-$117K,4.7,SADA,"New York, NY","North Hollywood, CA",51 to 200 employees,2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,92000,117000
197,Data Engineer,$92K-$117K,3.1,Sirius XM,"New York, NY","New York, NY",1001 to 5000 employees,1990,Company - Public,Radio,Media,$2 to $5 billion (USD),0,0,92000,117000
198,Data Engineer,$92K-$117K,4,"Lorven Technologies, Inc.","New York, NY","Plainsboro, NJ",1 to 50 employees,0,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),0,0,92000,117000
199,Data Engineer,$92K-$117K,3.9,Phyton Talent Advisors,"New York, NY","New York, NY",1 to 50 employees,0,Company - Private,0,0,Unknown / Non-Applicable,0,0,92000,117000
200,Data Engineer,$88K-$136K,3.8,Hulu,"Santa Monica, CA","Santa Monica, CA",1001 to 5000 employees,2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),"Netflix, Amazon, Apple",0,88000,136000
201,Data Engineer,$88K-$136K,5,Albert (CA),"Los Angeles, CA","Culver City, CA",51 to 200 employees,2015,Company - Private,Financial Analytics & Research,Finance,Unknown / Non-Applicable,0,0,88000,136000
202,Data Engineer,$88K-$136K,4.4,Direct Agents,"Culver City, CA","New York, NY",51 to 200 employees,2003,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),0,True,88000,136000
203,Data Engineer,$88K-$136K,4.7,SADA,"Los Angeles, CA","North Hollywood, CA",51 to 200 employees,2000,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,88000,136000
204,Data Engineer,$88K-$136K,4.5,CrowdRise,"Los Angeles, CA","Redwood City, CA",201 to 500 employees,2010,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,88000,136000
205,Data Engineer,$88K-$136K,3.3,Age of Learning,"Glendale, CA","Glendale, CA",501 to 1000 employees,2007,Company - Private,K-12 Education,Education,$100 to $500 million (USD),"Top Hat, Flocabulary",0,88000,136000
206,Data Engineer,$88K-$136K,3.1,Ring,"Hawthorne, CA","Santa Monica, CA",1001 to 5000 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,88000,136000
207,Data Engineer,$88K-$136K,3.2,Spokeo,"Pasadena, CA","Los Angeles, CA",51 to 200 employees,2006,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"PeopleFinders.com, Whitepages, Intelius",0,88000,136000
208,Data Engineer,$88K-$136K,3.1,Internap Network Services,"Los Angeles, CA","Atlanta, GA",501 to 1000 employees,1996,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"Rackspace Technology, SoftLayer, Equinix",0,88000,136000
209,Data Engineer,$88K-$136K,4,Netflix,"Los Angeles, CA","Los Gatos, CA",1001 to 5000 employees,1997,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),0,0,88000,136000
210,Data Engineer,$88K-$136K,3.1,The Honest Company,"Los Angeles, CA","Los Angeles, CA",201 to 500 employees,2012,Company - Private,Internet,Information Technology,$100 to $500 million (USD),0,0,88000,136000
211,Data Engineer,$88K-$136K,4,Idealab,"Pasadena, CA","Pasadena, CA",501 to 1000 employees,2006,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),0,0,88000,136000
212,Data Engineer,$88K-$136K,4.2,Sumeru,"Los Angeles, CA","Washington, DC",201 to 500 employees,2003,Nonprofit Organization,IT Services,Information Technology,$10 to $25 million (USD),0,0,88000,136000
213,Data Engineer,$88K-$136K,3.6,J. Paul Getty Trust,"Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,1954,Nonprofit Organization,Grantmaking Foundations,Non-Profit,Unknown / Non-Applicable,0,0,88000,136000
214,Data Engineer,$88K-$136K,3.8,Mondo,"Los Angeles, CA","New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",0,88000,136000
215,Data Engineer,$88K-$136K,3.9,BlackLine,"Woodland Hills, CA","Woodland Hills, CA",501 to 1000 employees,2001,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),Trintech,0,88000,136000
216,Data Engineer,$88K-$136K,3.3,ZEFR,"Marina del Rey, CA","Venice, CA",201 to 500 employees,0,Company - Private,Motion Picture Production & Distribution,Media,$10 to $25 million (USD),0,0,88000,136000
217,Data Engineer,$88K-$136K,3.9,Warner Bros. Entertainment,"Burbank, CA","Burbank, CA",5001 to 10000 employees,1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),NBCUniversal,0,88000,136000
218,Data Engineer,$88K-$136K,3.4,NTT DATA,"Anaheim, CA","Tokyo, Japan",10000+ employees,1967,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Capgemini, Accenture, Deloitte",0,88000,136000
219,Data Engineer,$88K-$136K,4.5,Hyperloop Transportation Technologies,"Los Angeles, CA","Los Angeles, CA",501 to 1000 employees,2013,Company - Private,Transportation Management,Transportation & Logistics,Unknown / Non-Applicable,0,True,88000,136000
220,Data Engineer,$88K-$136K,4,NEXT Trucking,"El Segundo, CA","Los Angeles, CA",51 to 200 employees,2015,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$50 to $100 million (USD),"Flexport, Convoy, C.H. Robinson",True,88000,136000
221,Data Engineer,$88K-$136K,5,Tapcart,"Santa Monica, CA","Santa Monica, CA",1 to 50 employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),0,0,88000,136000
222,Data Engineer,$88K-$136K,4.2,VMware,"Los Angeles, CA","Palo Alto, CA",10000+ employees,1998,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),0,0,88000,136000
223,Data Engineer,$88K-$136K,3.8,NBCUniversal,"Universal City, CA","New York, NY",10000+ employees,1906,Company - Public,TV Broadcast & Cable Networks,Media,$10+ billion (USD),0,0,88000,136000
